step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,n_jobs
13,7.313914900516125e-14,,,,,,,,,,,,,,,,,,,surface,1,-0.06432412952041926,-0.14068980701311773,0.0,-0.14068980701311773,0.15,0,0,16,0.0020297387766002456,0.879625610493929,166386459659511.66,96,96,0,0.35,3600.0,2.5,1
14,8.374177262847242e-14,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.0033609466900735275,-0.10363059534488617,0.0,-0.10363059534488617,0.15,0,0,15,0.0011216734944672186,0.42143177308459384,142011643837142.94,96,96,0,0.35,3600.0,2.5,1
15,8.78260085356065e-14,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.1390038595097629,-0.2589561140199166,0.0,-0.2589561140199166,0.15,0,0,16,0.0023780383778059244,0.9559376362772485,150490299132957.1,96,96,0,0.35,3600.0,2.5,1
16,9.749821834115943e-14,,,,,,,,,,,,,,,,,,,surface,1,0.12313004192832794,0.12416208447857358,0.0,0.12416208447857358,0.15,0,0,16,0.0028373503056020807,0.10922426284948797,153875018616380.47,96,96,0,0.35,3600.0,2.5,1
17,1.001934927498606e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.019561571646543645,-0.025648543778096666,0.0,-0.025648543778096666,0.15,0,0,16,0.00165113384183776,0.4726020847008232,150000888072135.66,96,96,0,0.35,3600.0,2.5,1
18,1.0049134558775967e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.013805368825342385,0.06223641460341156,0.0,0.06223641460341156,0.15,0,0,15,0.013481425332129508,0.42091752572206254,123108955510552.25,96,96,0,0.35,3600.0,2.5,1
19,1.0153086995507664e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.015772197574677942,-0.07437833208722466,0.0,-0.07437833208722466,0.15,0,0,16,0.01598427609773037,0.8195169974821837,161060464973036.3,96,96,0,0.35,3600.0,2.5,1
20,1.0396852130427234e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.13291453949174903,0.10993772198543539,0.0,0.10993772198543539,0.15,0,0,16,0.007947479894189723,0.11887033454361817,169245440515212.1,96,96,0,0.35,3600.0,2.5,1
21,1.0463825807203442e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.5322706340425164,-0.4892434287244889,-0.0019085350410651403,-0.48447209112182604,0.15,0,1,14,0.00361355915800754,0.9876365008917968,166767108549897.4,96,96,0,0.35,3600.0,2.5,1
22,1.105317759157519e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.12558574486372537,0.26239942214925804,0.0,0.26239942214925804,0.15,0,0,16,0.019736833723491103,0.5431905077045012,163855500236901.16,96,96,0,0.35,3600.0,2.5,1
23,1.1690647848970579e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.15129653090233586,-0.038702678007883407,0.0,-0.038702678007883407,0.15,0,0,16,0.021090592587972662,0.9236448692927091,154845196012975.0,96,96,0,0.35,3600.0,2.5,1
24,1.1831547371085987e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.015656417793386335,-0.06037394567549015,0.0,-0.06037394567549015,0.15,0,0,15,0.007493184166352634,0.503643599121697,161559716245070.34,96,96,0,0.35,3600.0,2.5,1
25,1.2554856695907454e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.031091829207921,-0.023162895399174488,0.0,-0.023162895399174488,0.15,0,0,15,0.003665233007570495,0.839546275072106,157230052219330.2,96,96,0,0.35,3600.0,2.5,1
26,1.29811274772071e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.42603364591464654,0.6161482311447664,0.0,0.6161482311447664,0.15,0,0,16,0.008534818215187256,0.036091900250948314,153601198080714.8,96,96,0,0.35,3600.0,2.5,1
27,1.299475438503355e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.0076140326359370476,-0.07655406207792481,0.0,-0.07655406207792481,0.15,0,0,16,0.00024169448615024396,0.8109930772919182,146405338395626.2,96,96,0,0.35,3600.0,2.5,1
28,1.3197095910149338e-13,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.17151114697221398,0.4016415065076018,0.0,0.4016415065076018,0.15,0,0,16,0.0023392205451543413,0.6071881256163082,145221258620696.06,96,96,0,0.35,3600.0,2.5,1
29,1.4306123648122272e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.0126807124441509,-0.07849626648992114,0.0,-0.07849626648992114,0.15,0,0,15,0.006738707136054299,0.7244158676887307,149126282697886.06,96,96,0,0.35,3600.0,2.5,1
30,1.4397590895444408e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.36767977993063994,-0.45403023649204854,0.0,-0.45403023649204854,0.15,0,1,15,0.002519328057531328,0.990973138471616,163531084633376.38,96,96,0,0.35,3600.0,2.5,1
31,1.4502587768525383e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.07122847788841263,-0.19933779949821684,0.0,-0.19933779949821684,0.15,0,0,16,0.011284829499921194,0.7476992662084363,143343817500950.56,96,96,0,0.35,3600.0,2.5,1
32,1.5818736016868343e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.043683868487330246,0.10869475124771455,0.0,0.10869475124771455,0.15,0,0,16,0.0037802205627348907,0.30884611595608713,144857691038357.5,96,96,0,0.35,3600.0,2.5,1
33,1.6035133462553912e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.14400799082610063,0.10354661853768832,0.0,0.10354661853768832,0.15,0,0,15,0.011214092866244418,0.058303052915593824,159975106285199.4,96,96,0,0.35,3600.0,2.5,1
34,1.6100718945854006e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.04022176824218683,-0.0042004337326844166,0.0,-0.0042004337326844166,0.15,0,0,16,0.002013621570596799,0.49524195340100824,156356811577273.94,96,96,0,0.35,3600.0,2.5,1
35,1.837470206446202e-13,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.06460128123451309,0.25967140498050156,0.0,0.25967140498050156,0.15,0,0,15,0.0007238464480797957,0.6310362552785217,142005036189415.34,96,96,0,0.35,3600.0,2.5,1
36,1.8384669516067775e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.0789217984291582,-0.08156939937639152,0.0,-0.08156939937639152,0.15,0,0,16,0.011842293054710358,0.8778944948820787,161901246020500.2,96,96,0,0.35,3600.0,2.5,1
37,1.8829343556164548e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.00477841742527399,-0.13812365089511602,0.0,-0.13812365089511602,0.15,0,0,16,0.007579798862873965,0.8873549206077607,152375229407087.1,96,96,0,0.35,3600.0,2.5,1
38,1.9444043678595272e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.04302239031977712,0.030743555900691888,0.0,0.030743555900691888,0.15,0,0,15,0.005982456413360156,0.19927169650505971,148148072009786.44,96,96,0,0.35,3600.0,2.5,1
39,1.952856674297127e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.010067655069260543,0.016192504626369564,0.0,0.016192504626369564,0.15,0,0,15,0.0193144436027817,0.6979928207462562,153867045773926.84,96,96,0,0.35,3600.0,2.5,1
40,1.9548786963057217e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.06187223576359655,-0.04087373027184782,0.0,-0.04087373027184782,0.15,0,1,14,0.0059608523307222785,0.9556994767358661,146768170161542.0,96,96,0,0.35,3600.0,2.5,1
41,2.0731256616484508e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.43997595018975194,-0.4526409602469883,0.0,-0.4526409602469883,0.15,0,1,14,0.006072440493671782,0.9982712203427621,139206722753332.27,96,96,0,0.35,3600.0,2.5,1
42,2.180948782915666e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.20601642148858812,-0.419772971450179,0.0,-0.419772971450179,0.15,0,0,16,0.027750631169106282,0.24819597856974707,153996544437240.72,96,96,0,0.35,3600.0,2.5,1
43,2.26928401627844e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.0783048290691301,-0.059555412300120736,0.0,-0.059555412300120736,0.15,0,0,16,0.017534726292475086,0.8112059985879096,146671293344199.7,96,96,0,0.35,3600.0,2.5,1
44,2.5898740546114324e-13,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.01361395513951298,0.1555294049882221,0.0,0.1555294049882221,0.15,0,0,16,0.0008597354556919429,0.2906667999165797,157817121705144.62,96,96,0,0.35,3600.0,2.5,1
45,2.6731988843914933e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.040030638646806366,0.014856078168814069,0.0,0.014856078168814069,0.15,0,1,14,0.0035300833097078837,0.9819844758065568,148306732393193.62,96,96,0,0.35,3600.0,2.5,1
46,2.733215385430112e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.05319452299800319,0.012993462913001963,0.0,0.012993462913001963,0.15,0,0,15,0.011765056425805609,0.693153877699749,151849487639084.1,96,96,0,0.35,3600.0,2.5,1
47,2.79993265004733e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.058439119150252836,0.072269451865548,0.0,0.072269451865548,0.15,0,0,16,0.008390031220844151,0.41082108945209206,142945585516742.47,96,96,0,0.35,3600.0,2.5,1
48,2.80501728753535e-13,,,,,,,,,,,,,,,,,,,surface,1,0.05108291710104819,-0.42308408817449816,0.0,-0.42308408817449816,0.15,0,1,15,0.03326040196788867,0.845690563502271,157960486322636.03,96,96,0,0.35,3600.0,2.5,1
49,2.8149390649084565e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.17257154666573815,0.05787391940063458,0.0,0.05787391940063458,0.15,0,1,14,0.04395991904617065,0.28190465765333667,154760939602500.12,96,96,0,0.35,3600.0,2.5,1
50,2.8351982730151594e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.12201716254991342,0.06750170574344239,0.0,0.06750170574344239,0.15,0,0,15,0.005228269232014013,0.06796409998794696,145043463178153.62,96,96,0,0.35,3600.0,2.5,1
51,2.889557895241209e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.017330655003146046,0.0012292045162780596,0.0,0.0012292045162780596,0.15,0,0,15,0.005961237371791871,0.6512871479814443,168670379376176.12,96,96,0,0.35,3600.0,2.5,1
52,2.930450359809383e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.06005820609032313,-0.03048092890126952,-0.0018971066875258513,-0.025738162182454893,0.15,0,0,15,0.0034477369910167165,0.7164430244006441,156526184652748.56,96,96,0,0.35,3600.0,2.5,1
53,2.957715026757552e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.14744278447859846,0.24785488130829947,0.0,0.24785488130829947,0.15,0,0,16,0.02194068819953343,0.13742657797197086,153182015148920.12,96,96,0,0.35,3600.0,2.5,1
54,2.975284063469062e-13,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.028683498846069702,0.2528687174228539,0.0,0.2528687174228539,0.15,0,0,16,0.0015972252507865728,0.42986811621622595,148994654782726.8,96,96,0,0.35,3600.0,2.5,1
55,3.077351566951533e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.4180722114492012,-0.3765496401111079,0.0,-0.3765496401111079,0.15,0,1,15,0.014411880084979178,0.9875309172241513,148841229520399.72,96,96,0,0.35,3600.0,2.5,1
56,3.155497106354781e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.1148033203038374,-0.09986941102121705,0.0,-0.09986941102121705,0.15,0,1,13,0.015817026507963558,0.9727500005646359,135383298470692.66,96,96,0,0.35,3600.0,2.5,1
57,3.1944562004568024e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.09242848914755812,-0.14198444975268387,0.0,-0.14198444975268387,0.15,0,1,14,0.003418689394347252,0.9628046282868401,153935681635216.38,96,96,0,0.35,3600.0,2.5,1
58,3.21832542857846e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.03696887758352696,-0.30269384743860095,0.0018971066875258513,-0.3074366141574156,0.15,0,0,16,0.003211902807796839,0.9214286580012663,148842521230938.3,96,96,0,0.35,3600.0,2.5,1
59,3.26346996726377e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.19553474209624172,-0.48411307913986334,0.0,-0.48411307913986334,0.15,0,1,14,0.04051953642718176,0.9774409711135811,163471262164931.3,96,96,0,0.35,3600.0,2.5,1
60,3.2680918798843716e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.09315548805710566,-0.016135433271301736,0.0,-0.016135433271301736,0.15,0,0,16,0.004210434126029346,0.4014880669177066,160473678001848.7,96,96,0,0.35,3600.0,2.5,1
61,3.274500785624397e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.02431715742539923,-0.06966907772374498,0.0,-0.06966907772374498,0.15,0,0,16,0.006690437776224462,0.7777814744097415,147649186398077.06,96,96,0,0.35,3600.0,2.5,1
62,3.2870861802096613e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.22461538328921582,-0.33875391812384237,0.0,-0.33875391812384237,0.15,0,1,15,0.019291282345874197,0.9832856896138168,140865720809031.78,96,96,0,0.35,3600.0,2.5,1
63,3.325921070018313e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.08536023058679237,-0.03650082960956169,0.0,-0.03650082960956169,0.15,0,1,15,0.005081014929457152,0.9925437270626022,167158876201207.84,96,96,0,0.35,3600.0,2.5,1
64,3.363341512419217e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.18368358115010358,-0.4533494836664502,0.0,-0.4533494836664502,0.15,0,0,16,0.00023584497208771482,0.9429309625873018,176744535140059.44,96,96,0,0.35,3600.0,2.5,1
65,3.467923509733285e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.037021922802636595,0.10926907453222023,0.0,0.10926907453222023,0.15,0,0,14,0.002685008265849248,0.8606151886958043,164605767043402.0,96,96,0,0.35,3600.0,2.5,1
66,3.472328743927662e-13,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.16028171955755327,0.6739074960979394,0.0,0.6739074960979394,0.15,0,0,12,0.025292352774188134,0.4539313233380956,145722330740069.3,96,96,0,0.35,3600.0,2.5,1
67,3.482229058526149e-13,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.25852538260235375,0.4899996523423127,0.0,0.4899996523423127,0.15,0,0,16,0.0003240040282111445,0.10142439229265962,154379186272625.94,96,96,0,0.35,3600.0,2.5,1
68,3.49009131785422e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.09377452636345185,-0.07439379262454082,0.0,-0.07439379262454082,0.15,0,0,16,0.0029853558478634135,0.969087421137926,164677263855917.38,96,96,0,0.35,3600.0,2.5,1
69,3.504307508046487e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.06569929232450203,-0.11113530479076772,0.0,-0.11113530479076772,0.15,0,0,16,0.0013806932942528952,0.8744379672056948,152430360125527.0,96,96,0,0.35,3600.0,2.5,1
70,3.5540205812363427e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.2718200323173904,0.9065602660851937,-0.006006006006006093,0.9215752811002089,0.15,0,0,16,0.021436686472063565,0.3782819563258041,146227857427644.16,96,96,0,0.35,3600.0,2.5,1
71,3.5744341710137203e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.11249828407673496,-0.07129419358368239,0.0,-0.07129419358368239,0.15,0,1,15,0.0196799729410354,0.9379415760863826,139302621016035.56,96,96,0,0.35,3600.0,2.5,1
72,3.628623394652682e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.1133908994073684,-0.1915406312108452,0.0,-0.1915406312108452,0.15,0,1,15,0.00490238966406107,0.9858651853218237,148836484989230.06,96,96,0,0.35,3600.0,2.5,1
73,3.6790443274767993e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.302171646735542,0.34747067411267096,0.0,0.34747067411267096,0.15,0,0,16,0.023378397196714,0.056300811236251816,162443464648787.56,96,96,0,0.35,3600.0,2.5,1
74,3.828810454703419e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.023510902349447298,0.014770928157837204,0.0,0.014770928157837204,0.15,0,0,15,0.001172359178170537,0.6303288061796667,158669753184604.94,96,96,0,0.35,3600.0,2.5,1
75,3.837067990848729e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.05143922655650565,-0.24717553083064203,0.0,-0.24717553083064203,0.15,0,1,15,0.03850520898176825,0.6181718184872477,158434761295585.8,96,96,0,0.35,3600.0,2.5,1
76,3.884015525422816e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.49029560585454146,-0.8006297542602674,0.0,-0.8006297542602674,0.15,0,0,15,0.01019296621894547,0.9453496438025639,163924660616951.8,96,96,0,0.35,3600.0,2.5,1
77,3.923282211147591e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.16339126693303027,-0.14747179950009937,0.0,-0.14747179950009937,0.15,0,1,15,0.003196148818516209,0.9560217231051482,148974944664953.6,96,96,0,0.35,3600.0,2.5,1
78,3.930324025908593e-13,,,,,,,,,,,,,,,,,,,surface,1,0.009832931068466147,0.09521192911154941,0.0,0.09521192911154941,0.15,0,0,15,0.007307240752876307,0.7262847399984895,160150096832845.7,96,96,0,0.35,3600.0,2.5,1
79,4.1376458879415196e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.12730899782164806,-0.1361723383707949,0.0,-0.1361723383707949,0.15,0,0,15,0.00577384964489891,0.5246610976817797,153025689452991.0,96,96,0,0.35,3600.0,2.5,1
80,4.2162602370349745e-13,,,,,,,,,,,,,,,,,,,surface,1,0.061764178379945384,0.002642212560637347,0.0,0.002642212560637347,0.15,0,0,16,0.0014803142050918289,0.3810964469248903,148869800493152.75,96,96,0,0.35,3600.0,2.5,1
81,4.313780959755986e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.042243810747195076,-0.0624052964781292,-0.0018971066875258513,-0.057662529759314574,0.15,0,0,16,0.00566556754251581,0.7724851467360683,158348874927572.9,96,96,0,0.35,3600.0,2.5,1
82,4.346175749235115e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.12870933050988845,0.016179228147628066,0.0,0.016179228147628066,0.15,0,1,15,0.044841042745430215,0.3503700096112605,153159248291680.12,96,96,0,0.35,3600.0,2.5,1
83,4.3675848431536573e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.5924451005379155,-0.5834506537305728,0.0,-0.5834506537305728,0.15,0,1,15,0.021583689348865787,0.9968193183007779,143313937700326.44,96,96,0,0.35,3600.0,2.5,1
84,4.3712398317847914e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.04041227238635996,0.07602201931297614,0.0,0.07602201931297614,0.15,0,0,16,0.0005535625184758218,0.03851447868418767,145824730545362.38,96,96,0,0.35,3600.0,2.5,1
85,4.4250563330354913e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.12978192295948787,-0.2280439454401204,0.0,-0.2280439454401204,0.15,0,0,16,0.016328514317908757,0.9430727833288457,150195707787963.88,96,96,0,0.35,3600.0,2.5,1
86,4.585144647555853e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.11763846705345812,-0.07374574557153579,0.0,-0.07374574557153579,0.15,0,0,14,0.020927275315278965,0.9307854027108126,153759720458112.75,96,96,0,0.35,3600.0,2.5,1
87,4.644373678407141e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.06263399786988987,-0.13407907008758357,0.0,-0.13407907008758357,0.15,0,0,15,0.014762184296256007,0.9187249637754634,150268077998199.38,96,96,0,0.35,3600.0,2.5,1
88,4.703172192116162e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.12423841464024671,-0.21230547407193257,0.0,-0.21230547407193257,0.15,0,0,14,0.006258104604265187,0.4967867695839644,148216937645614.75,96,96,0,0.35,3600.0,2.5,1
89,4.70364392012241e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.07241347522420868,0.14121610738913404,0.0,0.14121610738913404,0.15,0,0,16,0.007505357204490179,0.818111409595587,141383883925178.5,96,96,0,0.35,3600.0,2.5,1
90,4.736809502462982e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.0964399564926387,0.036460424336404174,0.0029940119760478723,0.028975394396284493,0.15,0,1,14,0.006052089497197662,0.9307377440938778,139917714565411.64,96,96,0,0.35,3600.0,2.5,1
91,4.831311463716405e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.04508594148068014,0.03738865325416896,0.0,0.03738865325416896,0.15,0,0,16,0.011767179134949231,0.2103375535810772,144806704831585.7,96,96,0,0.35,3600.0,2.5,1
92,4.860795700332439e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.0608268432778704,0.01365671593657325,0.0,0.01365671593657325,0.15,0,1,15,0.042808928456632235,0.656458760808304,154614217504965.47,96,96,0,0.35,3600.0,2.5,1
93,5.020593453220235e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.01231433432559388,-0.04673332672775743,0.0,-0.04673332672775743,0.15,0,0,15,0.0052571207742306515,0.45865061639978444,148409086333552.03,96,96,0,0.35,3600.0,2.5,1
94,5.075090070026553e-13,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.1633990463980543,0.2886999836372226,0.0,0.2886999836372226,0.15,0,0,16,0.015170032226454563,0.22565691256817616,140240390349843.42,96,96,0,0.35,3600.0,2.5,1
95,5.221454543026177e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.07531065723150739,-0.021949014632841823,0.0,-0.021949014632841823,0.15,0,0,16,0.002744432019300913,0.1848648609249875,137882206465852.69,96,96,0,0.35,3600.0,2.5,1
96,5.233189773272973e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.24468394373430968,0.46576821523959566,0.0,0.46576821523959566,0.15,0,0,16,0.006834366893921209,0.03910748587506171,135064685219292.47,96,96,0,0.35,3600.0,2.5,1
97,5.351718854805706e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.05779617450501837,-0.03303685898454489,0.0,-0.03303685898454489,0.15,0,1,15,0.0286364988951373,0.7610664019488255,160743971470804.8,96,96,0,0.35,3600.0,2.5,1
98,5.579803423264059e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.13944378084059178,0.10098195408932042,0.0,0.10098195408932042,0.15,0,0,16,0.0036783013405494586,0.14636035832338262,160140147483273.25,96,96,0,0.35,3600.0,2.5,1
99,5.656897655574658e-13,-6519.337570550971,-15.522232310835644,-46.566696932506936,135.0,221.0,356.0,272.0,84.0,1.542857142857143,0.5214285714285715,0.6347305389221557,0.7101190476190476,2.7859078590785904,1.9004507724418813,2.0025962065964698,2.909505544064083,244.0,167.0,local_cluster_affine,1,-0.09657482408692479,-0.3246395826093871,0.0,-0.3246395826093871,0.15,0,1,14,0.0012684722020733785,0.9330525447812241,138711997616386.1,96,96,0,0.35,3600.0,2.5,1
